osisRef,verseText,source,book,bookOrder,chapter,verse,chrono_txt,chrono_num,verseCount,text,handcoded.sentiment,deberta,deberta.hybrid
Deut.25.8,"Then the elders of his city shall call him, and speak unto him: and if he stand to it, and say, I like not to take her;",StrongElders,Deuteronomy,5,25,8,Late Bronze Age,2,959,"Then the elders of his city shall call him, and speak unto him: and if he stand to it, and say, I like not to take her;",neutral,NA,neutral
Deut.25.9,"Then shall his brother’s wife come unto him in the presence of the elders, and loose his shoe from off his foot, and spit in his face, and shall answer and say, So shall it be done unto that man that will not build up his brother’s house.",StrongElders,Deuteronomy,5,25,9,Late Bronze Age,2,959,NA,NA,negative,negative
Deut.25.15,"But thou shalt have a perfect and just weight, a perfect and just measure shalt thou have: that thy days may be lengthened in the land which the LORD thy God giveth thee.",Dulin,Deuteronomy,5,25,15,Late Bronze Age,2,959,"But thou shalt have a perfect and just weight, a perfect and just measure shalt thou have: that thy days may be lengthened in the land which the LORD thy God giveth thee.",positive,NA,positive
Deut.27.1,"And Moses with the elders of Israel commanded the people, saying, Keep all the commandments which I command you this day.",StrongElders,Deuteronomy,5,27,1,Late Bronze Age,2,959,NA,NA,neutral,neutral
Deut.28.50,"A nation of fierce countenance, which shall not regard the person of the old, nor shew favour to the young:",StrongOld,Deuteronomy,5,28,50,Late Bronze Age,2,959,"A nation of fierce countenance, which shall not regard the person of the old, nor shew favour to the young:",negative,NA,negative
Deut.29.10,"Ye stand this day all of you before the LORD your God; your captains of your tribes, your elders, and your officers, with all the men of Israel,",StrongElders,Deuteronomy,5,29,10,Late Bronze Age,2,959,NA,NA,positive,positive
Deut.30.18,"I denounce unto you this day, that ye shall surely perish, and that ye shall not prolong your days upon the land, whither thou passest over Jordan to go to possess it.",Dulin,Deuteronomy,5,30,18,Late Bronze Age,2,959,"I denounce unto you this day, that ye shall surely perish, and that ye shall not prolong your days upon the land, whither thou passest over Jordan to go to possess it.",negative,NA,negative
Deut.30.20,"That thou mayest love the LORD thy God, and that thou mayest obey his voice, and that thou mayest cleave unto him: for he is thy life, and the length of thy days: that thou mayest dwell in the land which the LORD sware unto thy fathers, to Abraham, to Isaac, and to Jacob, to give them.",Dulin,Deuteronomy,5,30,20,Late Bronze Age,2,959,"That thou mayest love the LORD thy God, and that thou mayest obey his voice, and that thou mayest cleave unto him: for he is thy life, and the length of thy days: that thou mayest dwell in the land which the LORD sware unto thy fathers, to Abraham, to Isaac, and to Jacob, to give them.",positive,NA,positive
Deut.31.2,"And he said unto them, I am an hundred and twenty years old this day; I can no more go out and come in: also the LORD hath said unto me, Thou shalt not go over this Jordan.",StrongOld,Deuteronomy,5,31,2,Late Bronze Age,2,959,NA,NA,negative,negative
Deut.31.9,"And Moses wrote this law, and delivered it unto the priests the sons of Levi, which bare the ark of the covenant of the LORD, and unto all the elders of Israel.",StrongElders,Deuteronomy,5,31,9,Late Bronze Age,2,959,NA,NA,neutral,neutral
Deut.31.28,"Gather unto me all the elders of your tribes, and your officers, that I may speak these words in their ears, and call heaven and earth to record against them.",StrongElders,Deuteronomy,5,31,28,Late Bronze Age,2,959,NA,NA,positive,positive
Deut.32.7,"Remember the days of old, consider the years of many generations: ask thy father, and he will shew thee; thy elders, and they will tell thee.",StrongOld,Deuteronomy,5,32,7,Late Bronze Age,2,959,"Remember the days of old, consider the years of many generations: ask thy father, and he will shew thee; thy elders, and they will tell thee.",positive,NA,positive
Deut.32.47,"For it is not a vain thing for you; because it is your life: and through this thing ye shall prolong your days in the land, whither ye go over Jordan to possess it.",Dulin,Deuteronomy,5,32,47,Late Bronze Age,2,959,NA,NA,positive,positive
Deut.34.7,"And Moses was an hundred and twenty years old when he died: his eye was not dim, nor his natural force abated.",StrongOld,Deuteronomy,5,34,7,Late Bronze Age,2,959,"And Moses was an hundred and twenty years old when he died: his eye was not dim, nor his natural force abated.",positive,NA,positive
Josh.6.21,"And they utterly destroyed all that was in the city, both man and woman, young and old, and ox, and sheep, and ass, with the edge of the sword.",StrongOld,Joshua,6,6,21,Late Bronze Age,2,658,"And they utterly destroyed all that was in the city, both man and woman, young and old, and ox, and sheep, and ass, with the edge of the sword.",negative,NA,negative
Josh.7.6,"And Joshua rent his clothes, and fell to the earth upon his face before the ark of the LORD until the eventide, he and the elders of Israel, and put dust upon their heads.",StrongElders,Joshua,6,7,6,Late Bronze Age,2,658,"And Joshua rent his clothes, and fell to the earth upon his face before the ark of the LORD until the eventide, he and the elders of Israel, and put dust upon their heads.",negative,NA,negative
Josh.8.10,"And Joshua rose up early in the morning, and numbered the people, and went up, he and the elders of Israel, before the people to Ai.",StrongElders,Joshua,6,8,10,Late Bronze Age,2,658,NA,NA,neutral,neutral
Josh.8.33,"And all Israel, and their elders, and officers, and their judges, stood on this side the ark and on that side before the priests the Levites, which bare the ark of the covenant of the LORD, as well the stranger, as he that was born among them; half of them over against mount Gerizim, and half of them over against mount Ebal; as Moses the servant of the LORD had commanded before, that they should bless the people of Israel.",StrongElders,Joshua,6,8,33,Late Bronze Age,2,658,NA,NA,neutral,neutral
Josh.9.11,"Wherefore our elders and all the inhabitants of our country spake to us, saying, Take victuals with you for the journey, and go to meet them, and say unto them, We are your servants: therefore now make ye a league with us.",StrongElders,Joshua,6,9,11,Late Bronze Age,2,658,NA,NA,positive,positive
Josh.13.1,"Now Joshua was old and stricken in years; and the LORD said unto him, Thou art old and stricken in years, and there remaineth yet very much land to be possessed.",StrongOld,Joshua,6,13,1,Late Bronze Age,2,658,NA,NA,positive,positive
Josh.14.7,Forty years old was I when Moses the servant of the LORD sent me from Kadeshbarnea to espy out the land; and I brought him word again as it was in mine heart.,StrongOld,Joshua,6,14,7,Late Bronze Age,2,658,NA,NA,positive,positive
Josh.14.10,"And now, behold, the LORD hath kept me alive, as he said, these forty and five years, even since the LORD spake this word unto Moses, while the children of Israel wandered in the wilderness: and now, lo, I am this day fourscore and five years old.",StrongOld,Joshua,6,14,10,Late Bronze Age,2,658,NA,NA,positive,positive
Josh.14.11,"As yet I am as strong this day as I was in the day that Moses sent me: as my strength was then, even so is my strength now, for war, both to go out, and to come in.",anchor,Joshua,6,14,11,Late Bronze Age,2,658,"As yet I am as strong this day as I was in the day that Moses sent me: as my strength was then, even so is my strength now, for war, both to go out, and to come in.",positive,NA,positive
Josh.20.4,"And when he that doth flee unto one of those cities shall stand at the entering of the gate of the city, and shall declare his cause in the ears of the elders of that city, they shall take him into the city unto them, and give him a place, that he may dwell among them.",StrongElders,Joshua,6,20,4,Late Bronze Age,2,658,NA,NA,neutral,neutral
Josh.23.1,"And it came to pass a long time after that the LORD had given rest unto Israel from all their enemies round about, that Joshua waxed old and stricken in age.",StrongOld,Joshua,6,23,1,Late Bronze Age,2,658,NA,NA,negative,negative
Josh.23.2,"And Joshua called for all Israel, and for their elders, and for their heads, and for their judges, and for their officers, and said unto them, I am old and stricken in age:",StrongOld,Joshua,6,23,2,Late Bronze Age,2,658,NA,NA,positive,positive
Josh.24.1,"And Joshua gathered all the tribes of Israel to Shechem, and called for the elders of Israel, and for their heads, and for their judges, and for their officers; and they presented themselves before God.",StrongElders,Joshua,6,24,1,Late Bronze Age,2,658,NA,NA,neutral,neutral
Josh.24.29,"And it came to pass after these things, that Joshua the son of Nun, the servant of the LORD, died, being an hundred and ten years old.",StrongOld,Joshua,6,24,29,Late Bronze Age,2,658,NA,NA,neutral,neutral
Josh.24.31,"And Israel served the LORD all the days of Joshua, and all the days of the elders that overlived Joshua, and which had known all the works of the LORD, that he had done for Israel.",StrongElders,Joshua,6,24,31,Late Bronze Age,2,658,"And Israel served the LORD all the days of Joshua, and all the days of the elders that overlived Joshua, and which had known all the works of the LORD, that he had done for Israel.",positive,NA,positive
Judg.2.7,"And the people served the LORD all the days of Joshua, and all the days of the elders that outlived Joshua, who had seen all the great works of the LORD, that he did for Israel.",StrongElders,Judges,7,2,7,Iron Age,3,618,"And the people served the LORD all the days of Joshua, and all the days of the elders that outlived Joshua, who had seen all the great works of the LORD, that he did for Israel.",positive,NA,positive
Judg.2.8,"And Joshua the son of Nun, the servant of the LORD, died, being an hundred and ten years old.",StrongOld,Judges,7,2,8,Iron Age,3,618,NA,NA,neutral,neutral
Judg.8.14,"And caught a young man of the men of Succoth, and enquired of him: and he described unto him the princes of Succoth, and the elders thereof, even threescore and seventeen men.",StrongElders,Judges,7,8,14,Iron Age,3,618,NA,NA,positive,positive
Judg.8.16,"And he took the elders of the city, and thorns of the wilderness and briers, and with them he taught the men of Succoth.",StrongElders,Judges,7,8,16,Iron Age,3,618,NA,NA,negative,negative
Judg.8.32,"And Gideon the son of Joash died in a good old age, and was buried in the sepulchre of Joash his father, in Ophrah of the Abiezrites.",StrongOld,Judges,7,8,32,Iron Age,3,618,"And Gideon the son of Joash died in a good old age, and was buried in the sepulchre of Joash his father, in Ophrah of the Abiezrites.",neutral,NA,neutral
Judg.11.5,"And it was so, that when the children of Ammon made war against Israel, the elders of Gilead went to fetch Jephthah out of the land of Tob:",StrongElders,Judges,7,11,5,Iron Age,3,618,"And it was so, that when the children of Ammon made war against Israel, the elders of Gilead went to fetch Jephthah out of the land of Tob:",negative,NA,negative
Judg.11.7,"And Jephthah said unto the elders of Gilead, Did not ye hate me, and expel me out of my father’s house? and why are ye come unto me now when ye are in distress?",StrongElders,Judges,7,11,7,Iron Age,3,618,"And Jephthah said unto the elders of Gilead, Did not ye hate me, and expel me out of my father’s house? and why are ye come unto me now when ye are in distress?",negative,NA,negative
Judg.11.8,"And the elders of Gilead said unto Jephthah, Therefore we turn again to thee now, that thou mayest go with us, and fight against the children of Ammon, and be our head over all the inhabitants of Gilead.",StrongElders,Judges,7,11,8,Iron Age,3,618,"And the elders of Gilead said unto Jephthah, Therefore we turn again to thee now, that thou mayest go with us, and fight against the children of Ammon, and be our head over all the inhabitants of Gilead.",neutral,NA,neutral
Judg.11.9,"And Jephthah said unto the elders of Gilead, If ye bring me home again to fight against the children of Ammon, and the LORD deliver them before me, shall I be your head?",StrongElders,Judges,7,11,9,Iron Age,3,618,NA,NA,neutral,neutral
Judg.11.10,"And the elders of Gilead said unto Jephthah, The LORD be witness between us, if we do not so according to thy words.",StrongElders,Judges,7,11,10,Iron Age,3,618,NA,NA,neutral,neutral
Judg.11.11,"Then Jephthah went with the elders of Gilead, and the people made him head and captain over them: and Jephthah uttered all his words before the LORD in Mizpeh.",StrongElders,Judges,7,11,11,Iron Age,3,618,NA,NA,neutral,neutral
Judg.19.16,"And, behold, there came an old man from his work out of the field at even, which was also of mount Ephraim; and he sojourned in Gibeah: but the men of the place were Benjamites.",StrongOld,Judges,7,19,16,Iron Age,3,618,"And, behold, there came an old man from his work out of the field at even, which was also of mount Ephraim; and he sojourned in Gibeah: but the men of the place were Benjamites.",neutral,NA,neutral
Judg.19.17,"And when he had lifted up his eyes, he saw a wayfaring man in the street of the city: and the old man said, Whither goest thou? and whence comest thou?",StrongOld,Judges,7,19,17,Iron Age,3,618,"And when he had lifted up his eyes, he saw a wayfaring man in the street of the city: and the old man said, Whither goest thou? and whence comest thou?",neutral,NA,neutral
Judg.19.20,"And the old man said, Peace be with thee; howsoever let all thy wants lie upon me; only lodge not in the street.",StrongOld,Judges,7,19,20,Iron Age,3,618,NA,NA,negative,negative
Judg.19.22,"Now as they were making their hearts merry, behold, the men of the city, certain sons of Belial, beset the house round about, and beat at the door, and spake to the master of the house, the old man, saying, Bring forth the man that came into thine house, that we may know him.",StrongOld,Judges,7,19,22,Iron Age,3,618,NA,NA,negative,negative
Judg.21.16,"Then the elders of the congregation said, How shall we do for wives for them that remain, seeing the women are destroyed out of Benjamin?",StrongElders,Judges,7,21,16,Iron Age,3,618,NA,NA,negative,negative
Ruth.1.12,"Turn again, my daughters, go your way; for I am too old to have an husband. If I should say, I have hope, if I should have an husband also to night, and should also bear sons;",StrongOld,Ruth,8,1,12,Iron Age,3,85,NA,NA,negative,negative
Ruth.4.2,"And he took ten men of the elders of the city, and said, Sit ye down here. And they sat down.",StrongElders,Ruth,8,4,2,Iron Age,3,85,NA,NA,neutral,neutral
Ruth.4.4,"And I thought to advertise thee, saying, Buy it before the inhabitants, and before the elders of my people. If thou wilt redeem it, redeem it: but if thou wilt not redeem it, then tell me, that I may know: for there is none to redeem it beside thee; and I am after thee. And he said, I will redeem it.",StrongElders,Ruth,8,4,4,Iron Age,3,85,NA,NA,negative,negative
Ruth.4.9,"And Boaz said unto the elders, and unto all the people, Ye are witnesses this day, that I have bought all that was Elimelech’s, and all that was Chilion’s and Mahlon’s, of the hand of Naomi.",StrongElders,Ruth,8,4,9,Iron Age,3,85,NA,NA,neutral,neutral
Ruth.4.11,"And all the people that were in the gate, and the elders, said, We are witnesses. The LORD make the woman that is come into thine house like Rachel and like Leah, which two did build the house of Israel: and do thou worthily in Ephratah, and be famous in Bethlehem:",StrongElders,Ruth,8,4,11,Iron Age,3,85,NA,NA,positive,positive
Ruth.4.15,"And he shall be unto thee a restorer of thy life, and a nourisher of thine old age: for thy daughter in law, which loveth thee, which is better to thee than seven sons, hath born him.",StrongOld,Ruth,8,4,15,Iron Age,3,85,"And he shall be unto thee a restorer of thy life, and a nourisher of thine old age: for thy daughter in law, which loveth thee, which is better to thee than seven sons, hath born him.",positive,NA,positive
1Sam.8.1,"And it came to pass, when Samuel was old, that he made his sons judges over Israel.",StrongOld,1 Samuel,9,1,1,Iron Age,3,810,NA,NA,positive,positive
1Sam.12.2,"And now, behold, the king walketh before you: and I am old and grayheaded; and, behold, my sons are with you: and I have walked before you from my childhood unto this day.",StrongOld,1 Samuel,9,1,2,Iron Age,3,810,"And now, behold, the king walketh before you: and I am old and grayheaded; and, behold, my sons are with you: and I have walked before you from my childhood unto this day.",positive,NA,positive
1Sam.3.2,"And it came to pass at that time, when Eli was laid down in his place, and his eyes began to wax dim, that he could not see;",knight,1 Samuel,9,1,2,Iron Age,3,810,"And it came to pass at that time, when Eli was laid down in his place, and his eyes began to wax dim, that he could not see;",negative,NA,negative
1Sam.4.3,"And when the people were come into the camp, the elders of Israel said, Wherefore hath the LORD smitten us to day before the Philistines? Let us fetch the ark of the covenant of the LORD out of Shiloh unto us, that, when it cometh among us, it may save us out of the hand of our enemies.",StrongElders,1 Samuel,9,1,3,Iron Age,3,810,"And when the people were come into the camp, the elders of Israel said, Wherefore hath the LORD smitten us to day before the Philistines? Let us fetch the ark of the covenant of the LORD out of Shiloh unto us, that, when it cometh among us, it may save us out of the hand of our enemies.",neutral,NA,neutral
1Sam.11.3,"And the elders of Jabesh said unto him, Give us seven days’ respite, that we may send messengers unto all the coasts of Israel: and then, if there be no man to save us, we will come out to thee.",StrongElders,1 Samuel,9,1,3,Iron Age,3,810,NA,NA,negative,negative
1Sam.8.4,"Then all the elders of Israel gathered themselves together, and came to Samuel unto Ramah,",StrongElders,1 Samuel,9,1,4,Iron Age,3,810,"Then all the elders of Israel gathered themselves together, and came to Samuel unto Ramah,",neutral,NA,neutral
1Sam.16.4,"And Samuel did that which the LORD spake, and came to Bethlehem. And the elders of the town trembled at his coming, and said, Comest thou peaceably?",StrongElders,1 Samuel,9,1,4,Iron Age,3,810,NA,NA,neutral,neutral
1Sam.8.5,"And said unto him, Behold, thou art old, and thy sons walk not in thy ways: now make us a king to judge us like all the nations.",StrongOld,1 Samuel,9,1,5,Iron Age,3,810,"And said unto him, Behold, thou art old, and thy sons walk not in thy ways: now make us a king to judge us like all the nations.",negative,NA,negative
1Sam.17.12,"Now David was the son of that Ephrathite of Bethlehemjudah, whose name was Jesse; and he had eight sons: and the man went among men for an old man in the days of Saul.",StrongOld,1 Samuel,9,1,12,Iron Age,3,810,NA,NA,neutral,neutral
1Sam.28.14,"And he said unto her, What form is he of? And she said, An old man cometh up; and he is covered with a mantle. And Saul perceived that it was Samuel, and he stooped with his face to the ground, and bowed himself.",StrongOld,1 Samuel,9,1,14,Iron Age,3,810,NA,NA,neutral,neutral
1Sam.4.15,"Now Eli was ninety and eight years old; and his eyes were dim, that he could not see.",StrongOld,1 Samuel,9,1,15,Iron Age,3,810,NA,NA,negative,negative
1Sam.4.18,"And it came to pass, when he made mention of the ark of God, that he fell from off the seat backward by the side of the gate, and his neck brake, and he died: for he was an old man, and heavy. And he had judged Israel forty years.",StrongOld,1 Samuel,9,1,18,Iron Age,3,810,"And it came to pass, when he made mention of the ark of God, that he fell from off the seat backward by the side of the gate, and his neck brake, and he died: for he was an old man, and heavy. And he had judged Israel forty years.",negative,NA,negative
1Sam.2.22,"Now Eli was very old, and heard all that his sons did unto all Israel; and how they lay with the women that assembled at the door of the tabernacle of the congregation.",StrongOld,1 Samuel,9,1,22,Iron Age,3,810,"Now Eli was very old, and heard all that his sons did unto all Israel; and how they lay with the women that assembled at the door of the tabernacle of the congregation.",negative,NA,negative
1Sam.30.26,"And when David came to Ziklag, he sent of the spoil unto the elders of Judah, even to his friends, saying, Behold a present for you of the spoil of the enemies of the LORD;",StrongElders,1 Samuel,9,1,26,Iron Age,3,810,NA,NA,negative,negative
1Sam.15.30,"Then he said, I have sinned: yet honour me now, I pray thee, before the elders of my people, and before Israel, and turn again with me, that I may worship the LORD thy God.",StrongElders,1 Samuel,9,1,30,Iron Age,3,810,NA,NA,positive,positive
1Sam.2.31,"Behold, the days come, that I will cut off thine arm, and the arm of thy father’s house, that there shall not be an old man in thine house.",StrongOld,1 Samuel,9,1,31,Iron Age,3,810,"Behold, the days come, that I will cut off thine arm, and the arm of thy father’s house, that there shall not be an old man in thine house.",negative,NA,negative
1Sam.2.32,"And thou shalt see an enemy in my habitation, in all the wealth which God shall give Israel: and there shall not be an old man in thine house for ever.",StrongOld,1 Samuel,9,1,32,Iron Age,3,810,NA,NA,negative,negative
1Sam.2.33,"And the man of thine, whom I shall not cut off from mine altar, shall be to consume thine eyes, and to grieve thine heart: and all the increase of thine house shall die in the flower of their age.",StrongAge,1 Samuel,9,1,33,Iron Age,3,810,NA,NA,negative,negative
2Sam.5.3,So all the elders of Israel came to the king to Hebron; and king David made a league with them in Hebron before the LORD: and they anointed David king over Israel.,StrongElders,2 Samuel,10,2,3,Iron Age,3,695,NA,NA,neutral,neutral
2Sam.5.4,"David was thirty years old when he began to reign, and he reigned forty years.",StrongOld,2 Samuel,10,2,4,Iron Age,3,695,NA,NA,neutral,neutral
2Sam.17.4,"And the saying pleased Absalom well, and all the elders of Israel.",StrongElders,2 Samuel,10,2,4,Iron Age,3,695,NA,NA,neutral,neutral
2Sam.2.10,"Ishbosheth Saul’s son was forty years old when he began to reign over Israel, and reigned two years. But the house of Judah followed David.",StrongOld,2 Samuel,10,2,10,Iron Age,3,695,NA,NA,neutral,neutral
2Sam.19.11,"And king David sent to Zadok and to Abiathar the priests, saying, Speak unto the elders of Judah, saying, Why are ye the last to bring the king back to his house? seeing the speech of all Israel is come to the king, even to his house.",StrongElders,2 Samuel,10,2,11,Iron Age,3,695,NA,NA,neutral,neutral
2Sam.17.15,"Then said Hushai unto Zadok and to Abiathar the priests, Thus and thus did Ahithophel counsel Absalom and the elders of Israel; and thus and thus have I counselled.",StrongElders,2 Samuel,10,2,15,Iron Age,3,695,"Then said Hushai unto Zadok and to Abiathar the priests, Thus and thus did Ahithophel counsel Absalom and the elders of Israel; and thus and thus have I counselled.",neutral,NA,neutral
2Sam.3.17,"And Abner had communication with the elders of Israel, saying, Ye sought for David in times past to be king over you:",StrongElders,2 Samuel,10,2,17,Iron Age,3,695,"And Abner had communication with the elders of Israel, saying, Ye sought for David in times past to be king over you:",neutral,NA,neutral
2Sam.12.17,"And the elders of his house arose, and went to him, to raise him up from the earth: but he would not, neither did he eat bread with them.",StrongElders,2 Samuel,10,2,17,Iron Age,3,695,NA,NA,negative,negative
2Sam.19.32,"Now Barzillai was a very aged man, even fourscore years old: and he had provided the king of sustenance while he lay at Mahanaim; for he was a very great man.",StrongOld,2 Samuel,10,2,32,Iron Age,3,695,"Now Barzillai was a very aged man, even fourscore years old: and he had provided the king of sustenance while he lay at Mahanaim; for he was a very great man.",positive,NA,positive
2Sam.19.35,I am this day fourscore years old: and can I discern between good and evil? can thy servant taste what I eat or what I drink? can I hear any more the voice of singing men and singing women? wherefore then should thy servant be yet a burden unto my lord the king?,StrongOld,2 Samuel,10,2,35,Iron Age,3,695,I am this day fourscore years old: and can I discern between good and evil? can thy servant taste what I eat or what I drink? can I hear any more the voice of singing men and singing women? wherefore then should thy servant be yet a burden unto my lord the king?,negative,NA,negative
1Kgs.1.1,"Now king David was old and stricken in years; and they covered him with clothes, but he gat no heat.",StrongOld,1 Kings,11,1,1,Iron Age,3,816,"Now king David was old and stricken in years; and they covered him with clothes, but he gat no heat.",negative,NA,negative
1Kgs.8.1,"Then Solomon assembled the elders of Israel, and all the heads of the tribes, the chief of the fathers of the children of Israel, unto king Solomon in Jerusalem, that they might bring up the ark of the covenant of the LORD out of the city of David, which is Zion.",StrongElders,1 Kings,11,1,1,Iron Age,3,816,NA,NA,neutral,neutral
1Kgs.8.3,"And all the elders of Israel came, and the priests took up the ark.",StrongElders,1 Kings,11,1,3,Iron Age,3,816,"And all the elders of Israel came, and the priests took up the ark.",neutral,NA,neutral
1Kgs.11.4,"For it came to pass, when Solomon was old, that his wives turned away his heart after other gods: and his heart was not perfect with the LORD his God, as was the heart of David his father.",StrongOld,1 Kings,11,1,4,Iron Age,3,816,NA,NA,negative,negative
1Kgs.14.4,"And Jeroboam’s wife did so, and arose, and went to Shiloh, and came to the house of Ahijah. But Ahijah could not see; for his eyes were set by reason of his age.",Dulin,1 Kings,11,1,4,Iron Age,3,816,"And Jeroboam’s wife did so, and arose, and went to Shiloh, and came to the house of Ahijah. But Ahijah could not see; for his eyes were set by reason of his age.",negative,NA,negative
1Kgs.12.6,"And king Rehoboam consulted with the old men, that stood before Solomon his father while he yet lived, and said, How do ye advise that I may answer this people?",StrongOld,1 Kings,11,1,6,Iron Age,3,816,"And king Rehoboam consulted with the old men, that stood before Solomon his father while he yet lived, and said, How do ye advise that I may answer this people?",positive,NA,positive
1Kgs.2.6,"Do therefore according to thy wisdom, and let not his hoar head go down to the grave in peace.",Dulin,1 Kings,11,1,6,Iron Age,3,816,"Do therefore according to thy wisdom, and let not his hoar head go down to the grave in peace.",negative,NA,negative
1Kgs.20.7,"Then the king of Israel called all the elders of the land, and said, Mark, I pray you, and see how this man seeketh mischief: for he sent unto me for my wives, and for my children, and for my silver, and for my gold; and I denied him not.",StrongElders,1 Kings,11,1,7,Iron Age,3,816,NA,NA,negative,negative
1Kgs.12.8,"But he forsook the counsel of the old men, which they had given him, and consulted with the young men that were grown up with him, and which stood before him:",StrongOld,1 Kings,11,1,8,Iron Age,3,816,NA,NA,negative,negative
1Kgs.20.8,"And all the elders and all the people said unto him, Hearken not unto him, nor consent.",StrongElders,1 Kings,11,1,8,Iron Age,3,816,NA,NA,negative,negative
1Kgs.21.8,"So she wrote letters in Ahab’s name, and sealed them with his seal, and sent the letters unto the elders and to the nobles that were in his city, dwelling with Naboth.",StrongElders,1 Kings,11,1,8,Iron Age,3,816,NA,NA,neutral,neutral
1Kgs.2.9,"Now therefore hold him not guiltless: for thou art a wise man, and knowest what thou oughtest to do unto him; but his hoar head bring thou down to the grave with blood.",Dulin,1 Kings,11,1,9,Iron Age,3,816,"Now therefore hold him not guiltless: for thou art a wise man, and knowest what thou oughtest to do unto him; but his hoar head bring thou down to the grave with blood.",negative,NA,negative
1Kgs.13.11,"Now there dwelt an old prophet in Bethel; and his sons came and told him all the works that the man of God had done that day in Bethel: the words which he had spoken unto the king, them they told also to their father.",StrongOld,1 Kings,11,1,11,Iron Age,3,816,NA,NA,positive,positive
1Kgs.21.11,"And the men of his city, even the elders and the nobles who were the inhabitants in his city, did as Jezebel had sent unto them, and as it was written in the letters which she had sent unto them.",StrongElders,1 Kings,11,1,11,Iron Age,3,816,"And the men of his city, even the elders and the nobles who were the inhabitants in his city, did as Jezebel had sent unto them, and as it was written in the letters which she had sent unto them.",neutral,NA,neutral
1Kgs.3.11,"And God said unto him, Because thou hast asked this thing, and hast not asked for thyself long life; neither hast asked riches for thyself, nor hast asked the life of thine enemies; but hast asked for thyself understanding to discern judgment;",NaveLong,1 Kings,11,1,11,Iron Age,3,816,"And God said unto him, Because thou hast asked this thing, and hast not asked for thyself long life; neither hast asked riches for thyself, nor hast asked the life of thine enemies; but hast asked for thyself understanding to discern judgment;",positive,NA,positive
1Kgs.12.13,"And the king answered the people roughly, and forsook the old men’s counsel that they gave him;",StrongOld,1 Kings,11,1,13,Iron Age,3,816,"And the king answered the people roughly, and forsook the old men’s counsel that they gave him;",negative,NA,negative
1Kgs.3.14,"And if thou wilt walk in my ways, to keep my statutes and my commandments, as thy father David did walk, then I will lengthen thy days.",NaveLong,1 Kings,11,1,14,Iron Age,3,816,"And if thou wilt walk in my ways, to keep my statutes and my commandments, as thy father David did walk, then I will lengthen thy days.",positive,NA,positive
1Kgs.1.15,And Bathsheba went in unto the king into the chamber: and the king was very old; and Abishag the Shunammite ministered unto the king.,StrongOld,1 Kings,11,1,15,Iron Age,3,816,And Bathsheba went in unto the king into the chamber: and the king was very old; and Abishag the Shunammite ministered unto the king.,neutral,NA,neutral
1Kgs.14.21,"And Rehoboam the son of Solomon reigned in Judah. Rehoboam was forty and one years old when he began to reign, and he reigned seventeen years in Jerusalem, the city which the LORD did choose out of all the tribes of Israel, to put his name there. And his mother’s name was Naamah an Ammonitess.",StrongOld,1 Kings,11,1,21,Iron Age,3,816,"And Rehoboam the son of Solomon reigned in Judah. Rehoboam was forty and one years old when he began to reign, and he reigned seventeen years in Jerusalem, the city which the LORD did choose out of all the tribes of Israel, to put his name there. And his mother’s name was Naamah an Ammonitess.",neutral,NA,neutral
1Kgs.15.23,"The rest of all the acts of Asa, and all his might, and all that he did, and the cities which he built, are they not written in the book of the chronicles of the kings of Judah? Nevertheless in the time of his old age he was diseased in his feet.",StrongOld,1 Kings,11,1,23,Iron Age,3,816,"The rest of all the acts of Asa, and all his might, and all that he did, and the cities which he built, are they not written in the book of the chronicles of the kings of Judah? Nevertheless in the time of his old age he was diseased in his feet.",negative,NA,negative
1Kgs.13.25,"And, behold, men passed by, and saw the carcase cast in the way, and the lion standing by the carcase: and they came and told it in the city where the old prophet dwelt.",StrongOld,1 Kings,11,1,25,Iron Age,3,816,NA,NA,negative,negative
1Kgs.13.29,"And the prophet took up the carcase of the man of God, and laid it upon the ass, and brought it back: and the old prophet came to the city, to mourn and to bury him.",StrongOld,1 Kings,11,1,29,Iron Age,3,816,NA,NA,negative,negative
1Kgs.22.42,Jehoshaphat was thirty and five years old when he began to reign; and he reigned twenty and five years in Jerusalem. And his mother’s name was Azubah the daughter of Shilhi.,StrongOld,1 Kings,11,1,42,Iron Age,3,816,Jehoshaphat was thirty and five years old when he began to reign; and he reigned twenty and five years in Jerusalem. And his mother’s name was Azubah the daughter of Shilhi.,neutral,NA,neutral
2Kgs.21.1,"Manasseh was twelve years old when he began to reign, and reigned fifty and five years in Jerusalem. And his mother’s name was Hephzibah.",StrongOld,2 Kings,12,2,1,Iron Age,3,719,"Manasseh was twelve years old when he began to reign, and reigned fifty and five years in Jerusalem. And his mother’s name was Hephzibah.",neutral,NA,neutral
2Kgs.10.1,"And Ahab had seventy sons in Samaria. And Jehu wrote letters, and sent to Samaria, unto the rulers of Jezreel, to the elders, and to them that brought up Ahab’s children, saying,",StrongElders,2 Kings,12,2,1,Iron Age,3,719,NA,NA,neutral,neutral
2Kgs.23.1,"And the king sent, and they gathered unto him all the elders of Judah and of Jerusalem.",StrongElders,2 Kings,12,2,1,Iron Age,3,719,"And the king sent, and they gathered unto him all the elders of Judah and of Jerusalem.",neutral,NA,neutral
